brand,stars,reviewsCount,Category,price/value,brands,main_category
MSI,3.2,15.0,Computers & Accessories › Laptops › Traditional Laptops,569990.0,msi,Traditional Laptops
Redmi,4.2,56352.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",31499.0,redmi,Televisions
HP,4.1,2149.0,Computers & Accessories › Laptops › Traditional Laptops,50990.0,hp,Traditional Laptops
Amazfit,4.0,2803.0,Electronics › Wearable Technology › Smart Watches,7999.0,amazfit,Smart Watches
LG,4.2,1128.0,Home & Kitchen › Large Appliances › Refrigerators,23490.0,lg,Refrigerators
Lapras,4.6,4.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Joysticks,919.0,lapras,PC Gaming Peripherals
Portronics,3.7,260.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,849.0,portronics,Speakers
soundcore,4.1,62881.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",4499.0,soundcore,Headphones
Omeron,3.6,5.0,Toys & Games › Electronic Toys › Plug & Play Video Games,3299.0,omeron,Plug & Play Video Games
OnePlus,4.1,11823.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",24999.0,oneplus,Televisions
YAMAHA,4.2,175.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",16670.0,yamaha,Headphones
OnePlus,4.1,147667.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",2299.0,oneplus,Headphones
Vivo,3.9,111.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8999.0,vivo,Smartphones & Basic Mobiles
DREAMHAX,4.4,90.0,Toys & Games › Electronic Toys › Plug & Play Video Games,13597.0,dreamhax,Plug & Play Video Games
PTron,5.0,2.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,598.0,ptron,Speakers
Dell,3.7,131.0,Computers & Accessories › Laptops › Traditional Laptops,48990.0,dell,Traditional Laptops
IFB,4.3,5573.0,Home & Kitchen › Large Appliances › Microwave Ovens,14490.0,ifb,Microwave Ovens
Meyaar,4.2,1288.0,"Electronics › Headphones, Earbuds & Accessories › Cases",470.0,meyaar,Cases
Amazon basics,3.9,1077.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,799.0,amazon basics,Speakers
CouchConsole,4.2,235.0,Car & Motorbike › Car Accessories › Interior Accessories › Consoles & Organizers › Cup Holders,14521.0,couchconsole,Interior Accessories
VISE,1.0,1.0,Home & Kitchen › Large Appliances › Refrigerators,8990.0,vise,Refrigerators
Haier,4.2,5046.0,Home & Kitchen › Large Appliances › Refrigerators,14790.0,haier,Refrigerators
FYURI,5.0,2.0,Toys & Games › Electronic Toys › Handheld Games,5499.0,fyuri,Handheld Games
ASUS,4.0,1.0,Computers & Accessories › Laptops › Traditional Laptops,99990.0,asus,Traditional Laptops
BoAt,4.1,171504.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",1099.0,boat,Headphones
VU,4.4,3218.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",34990.0,vu,Televisions
BUZZ COOL,3.2,22.0,Toys & Games › Electronic Toys › Handheld Games,899.0,buzz cool,Handheld Games
GSH,3.7,828.0,Toys & Games › Electronic Toys › Plug & Play Video Games,3499.0,gsh,Plug & Play Video Games
Dell,4.6,3.0,Computers & Accessories › Laptops › Traditional Laptops,61519.0,dell,Traditional Laptops
HP,4.6,17.0,Computers & Accessories › Laptops › Traditional Laptops,79990.0,hp,Traditional Laptops
GSH,3.6,398.0,Toys & Games › Electronic Toys › Plug & Play Video Games,1399.0,gsh,Plug & Play Video Games
NEXTTECH,2.8,9.0,Toys & Games › Electronic Toys › Handheld Games,999.0,nexttech,Handheld Games
Talabat,3.7,13.0,Toys & Games › Electronic Toys › Handheld Games,899.0,talabat,Handheld Games
Polk Audio,4.7,825.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,20400.0,polk audio,Speakers
V-SKY,5.0,4.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",7499.0,v-sky,Televisions
Fire-Boltt,4.2,14820.0,Electronics › Wearable Technology › Smart Watches,3999.0,fire-boltt,Smart Watches
beyerdynamic,4.5,2485.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",11762.0,beyerdynamic,Headphones
ASUS,3.7,79.0,Computers & Accessories › Monitors,179999.0,asus,
Marshall,4.0,1619.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",4499.0,marshall,Headphones
Dell,4.1,453.0,Computers & Accessories › Laptops › Traditional Laptops,74490.0,dell,Traditional Laptops
pTron,3.6,280.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,498.0,ptron,Speakers
Sony,4.8,19007.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",52990.0,sony,Televisions
Acer,4.3,1018.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",14999.0,acer,Televisions
ASUS,4.2,1038.0,Computers & Accessories › Laptops › Traditional Laptops,49900.0,asus,Traditional Laptops
VELL - TECH,3.3,2898.0,Electronics › Wearable Technology › Smart Watches,499.0,vell - tech,Smart Watches
ASUS,4.0,97.0,Computers & Accessories › Laptops › Traditional Laptops,94990.0,asus,Traditional Laptops
Sounce,4.2,1823.0,Electronics › Wearable Technology › Smart Watches & Accessories › Replacement Bands,99.0,sounce,Smart Watches & Accessories
Philips Audio,3.9,649.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",1508.0,philips audio,Headphones
ZEBRONICS,3.8,71429.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,399.0,zebronics,Speakers
Victorinox,4.6,182.0,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,12560.0,victorinox,Laptop Accessories
Redmi,4.1,294362.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8099.0,redmi,Smartphones & Basic Mobiles
Jlab,3.9,214.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,13736.0,jlab,PC Gaming Peripherals
Blue Star,1.0,1.0,Home & Kitchen › Large Appliances › Refrigerators,8649.0,blue star,Refrigerators
Vivo,3.5,45.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,23999.0,vivo,Smartphones & Basic Mobiles
ZEBRONICS,3.5,44032.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",149.0,zebronics,Headphones
Tribit,4.4,2580.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,8199.0,tribit,Speakers
Philips Audio,3.9,36555.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",299.0,philips audio,Headphones
OnePlus,4.3,4255.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,61999.0,oneplus,Smartphones & Basic Mobiles
Dell,3.2,21.0,Computers & Accessories › Laptops › Traditional Laptops,94900.0,dell,Traditional Laptops
Vibez,4.0,786.0,Electronics › Wearable Technology › Smart Watches,999.0,vibez,Smart Watches
MARVIK,3.9,62.0,Electronics › Wearable Technology › Smart Watches,449.0,marvik,Smart Watches
SAMTONIC,3.9,6.0,"Electronics › Home Theater, TV & Video › Televisions › Standard Televisions",5999.0,samtonic,Televisions
Nokia,3.2,88.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6799.0,nokia,Smartphones & Basic Mobiles
Logitech,4.2,16055.0,Computers & Accessories › Accessories & Peripherals › Audio & Video Accessories › Webcams & VoIP Equipment,16499.0,logitech,Audio & Video Accessories
DREAMHAX,4.1,187.0,Toys & Games › Electronic Toys › Plug & Play Video Games,10819.09,dreamhax,Plug & Play Video Games
Lenovo,3.4,189.0,Computers & Accessories › Laptops › Traditional Laptops,19999.0,lenovo,Traditional Laptops
Whirlpool,3.0,2.0,Home & Kitchen › Large Appliances › Refrigerators,15490.0,whirlpool,Refrigerators
Sony,4.0,2848.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",16007.0,sony,Headphones
boAt,3.9,4197.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",3999.0,boat,Headphones
Hisense,4.2,1246.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",37990.0,hisense,Televisions
Marshall,4.3,64.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,59999.0,marshall,Speakers
Nitho,3.7,30.0,Video Games › Nintendo Switch › Accessories › Hand Grips,467.37,nitho,Accessories
Philips Audio,3.8,3179.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",229.0,philips audio,Headphones
LS LAPSTER Quality Assured,3.6,4888.0,Electronics › Wearable Technology › Arm & Wristband Accessories › Cables,149.0,ls lapster quality assured,Arm & Wristband Accessories
Marshall,4.6,48.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,41999.0,marshall,Speakers
Sony,4.1,570.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,14988.0,sony,Speakers
ASUS,4.1,143.0,Computers & Accessories › Laptops › Traditional Laptops,63490.0,asus,Traditional Laptops
Sony,4.8,19007.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",52990.0,sony,Televisions
ASUS,4.0,98.0,Computers & Accessories › Laptops › Traditional Laptops,48622.0,asus,Traditional Laptops
Promate,4.0,73.0,Electronics › Wearable Technology › Smart Watches,5686.0,promate,Smart Watches
Hitage,5.0,1.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",165.0,hitage,Headphones
Noise,4.1,531.0,Electronics › Wearable Technology › Smart Watches,3499.0,noise,Smart Watches
Whirlpool,4.2,5289.0,Home & Kitchen › Large Appliances › Refrigerators,13990.0,whirlpool,Refrigerators
Raptas,5.0,2.0,Electronics › Mobiles & Accessories › Mobile Accessories › Photo & Video Accessories › Handheld Gimbals & Stabilisers,9095.0,raptas,Mobile Accessories
Titan,3.9,643.0,Electronics › Wearable Technology › Smart Watches,8995.0,titan,Smart Watches
HP,4.1,114.0,Computers & Accessories › Laptops › Traditional Laptops,18500.0,hp,Traditional Laptops
BoAt,4.1,82129.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",399.0,boat,Headphones
Audio-Technica,4.5,22046.0,Electronics › Electronics › Headphones › Over-Ear Headphones,4499.0,audio-technica,Headphones
boAt,3.9,7782.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1399.0,boat,Speakers
Sonodyne,4.5,32.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,14999.0,sonodyne,Speakers
JBL,4.5,318.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,25999.0,jbl,Speakers
EarFun,4.5,496.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,5699.0,earfun,Speakers
JBL,4.3,692.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,12999.0,jbl,Speakers
Kodak,4.1,12208.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",15999.0,kodak,Televisions
CredevZone,4.1,38.0,Toys & Games › Electronic Toys › Handheld Games,28047.0,credevzone,Handheld Games
CrossBeats,4.1,603.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",3498.0,crossbeats,Headphones
G.FIDEL,3.0,2.0,Toys & Games › Electronic Toys › Handheld Games,558.0,g.fidel,Handheld Games
Sameo,2.5,9.0,Video Games › Legacy Systems,2549.0,sameo,
Amazon basics,4.3,87.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",899.0,amazon basics,Headphones
IFB,4.3,5040.0,Home & Kitchen › Large Appliances › Microwave Ovens › Combination Convection & Microwave,10790.0,ifb,Microwave Ovens
GAMENOPHOBIA,3.3,68.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Gamepads,889.0,gamenophobia,PC Gaming Peripherals
HP,2.5,26.0,Computers & Accessories › Laptops › Traditional Laptops,18196.0,hp,Traditional Laptops
iClever,4.4,7063.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",2899.0,iclever,Headphones
MX,3.7,25.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,9900.0,mx,Speakers
Portronics,4.2,1305.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1899.0,portronics,Speakers
Sennheiser,4.0,3340.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",12990.0,sennheiser,Headphones
HP,4.0,1.0,Computers & Accessories › Laptops › Traditional Laptops,88990.0,hp,Traditional Laptops
Portronics,3.7,392.0,Electronics › Home Audio › Speakers › Outdoor Speakers,5599.0,portronics,Speakers
Mivi,4.1,21334.0,Electronics › Home Audio › Speakers › Outdoor Speakers,599.0,mivi,Speakers
boAt,4.0,32257.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",399.0,boat,Headphones
Amazon basics,3.5,94.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1699.0,amazon basics,Speakers
Marshall,4.6,1006.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,17498.0,marshall,Speakers
Vivo,4.3,10.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,21999.0,vivo,Smartphones & Basic Mobiles
BoAt,4.2,16614.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,3499.0,boat,Speakers
HP,3.6,319.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",2004.0,hp,Headphones
video game,3.2,3.0,Video Games › HandHeld Gaming,536.0,video game,
Tecno,4.1,332.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,78499.0,tecno,Smartphones & Basic Mobiles
pTron,3.4,854.0,Electronics › Wearable Technology › Smart Watches,999.0,ptron,Smart Watches
Bang & Olufsen,4.5,1503.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,20000.0,bang & olufsen,Speakers
boAt,4.2,16614.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,3499.0,boat,Speakers
PlayStation,4.4,165.0,Video Games › PlayStation 5,31305.0,playstation,
Generic,2.6,547.0,Electronics › Wearable Technology › Smart Watches,270.0,generic,Smart Watches
Noise,4.1,50396.0,Electronics › Wearable Technology › Smart Watches,1399.0,noise,Smart Watches
Fire-Boltt,4.3,7703.0,Electronics › Wearable Technology › Smart Watches,2499.0,fire-boltt,Smart Watches
MICROMINI,4.6,3.0,Video Games › Online Game Services,6899.0,micromini,
Bosch,4.7,1918.0,Home & Kitchen › Large Appliances › Refrigerators,5240.0,bosch,Refrigerators
WD_Black,4.6,54.0,Computers & Accessories › External Devices & Data Storage › External Hard Disks,19261.0,wd_black,External Hard Disks
Fire-Boltt,4.2,127204.0,Fashion › Onam 2021 › Watches and fashion jewellery › Watches top brands,1349.0,fire-boltt,Watches and fashion jewellery
Sony,3.9,22542.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",12199.0,sony,Headphones
Skullcandy,4.3,16024.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",15499.0,skullcandy,Headphones
Halonix,3.9,412.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,875.0,halonix,Speakers
VIMZEE PREMIUM,1.0,1.0,Video Games › Legacy Systems,1799.0,vimzee premium,
Sony,4.2,784.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,24990.0,sony,Speakers
realme,4.0,1163.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,23999.0,realme,Smartphones & Basic Mobiles
Sennheiser,3.9,6384.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",5490.0,sennheiser,Headphones
Fossil,3.8,14816.0,Fashion › Onam 2021 › Watches and fashion jewellery › Watches top brands,9198.0,fossil,Watches and fashion jewellery
ZEBRONICS,3.5,39743.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",119.0,zebronics,Headphones
LetCart,2.5,4.0,Home & Kitchen › Large Appliances › Refrigerators,8448.0,letcart,Refrigerators
JBL,4.1,3447.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",5999.0,jbl,Headphones
OLICOM,3.5,4183.0,Electronics › Wearable Technology › Smart Watches,499.0,olicom,Smart Watches
Redmi,3.9,8491.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9499.0,redmi,Smartphones & Basic Mobiles
FUTOPIA,2.7,13.0,Computers & Accessories › Laptops › Traditional Laptops,11990.0,futopia,Traditional Laptops
TMG Store,4.0,3.0,Toys & Games › Electronic Toys › Handheld Games,999.0,tmg store,Handheld Games
Bose,4.6,26058.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,11897.0,bose,Speakers
Kodak,4.1,12208.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",9499.0,kodak,Televisions
ULTIMUS,1.7,9.0,Computers & Accessories › Laptops › Traditional Laptops,17990.0,ultimus,Traditional Laptops
realme,3.9,8008.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,7999.0,realme,Smartphones & Basic Mobiles
Marshall,4.5,6413.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,26998.0,marshall,Speakers
Panasonic,3.8,123.0,Electronics › Home Audio › Speakers › Tower Speakers,16390.0,panasonic,Speakers
Acer,4.3,13388.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",10999.0,acer,Televisions
HyperX,4.1,20743.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,7348.0,hyperx,PC Gaming Peripherals
boAt,4.1,276340.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",699.0,boat,Headphones
Marshall,4.1,1693.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",19899.0,marshall,Headphones
Honeywell,4.5,2120.0,Computers & Accessories › Accessories & Peripherals › Cables & Accessories › Cables › Ethernet Cables,849.0,honeywell,Cables & Accessories
IKALL,3.9,6.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9799.0,ikall,Smartphones & Basic Mobiles
BenQ,4.5,12.0,Electronics › BenQ new launch,359291.0,benq,
AVITA,3.5,17.0,Computers & Accessories › Laptops › Traditional Laptops,19990.0,avita,Traditional Laptops
JXD,3.4,291.0,Toys & Games › Electronic Toys › Plug & Play Video Games,46262.7,jxd,Plug & Play Video Games
Karbonn,3.7,11.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",18490.0,karbonn,Televisions
CredevZone,3.5,25.0,Toys & Games › Electronic Toys › Handheld Games,10813.0,credevzone,Handheld Games
JBL,4.4,2320.0,Electronics › Home Audio › Speakers › Outdoor Speakers,17998.0,jbl,Speakers
Artis,4.3,48.0,Computers & Accessories › Accessories & Peripherals › Uninterrupted Power Supplies,8499.0,artis,Uninterrupted Power Supplies
HP,3.6,47.0,Computers & Accessories › Laptops › Traditional Laptops,38990.0,hp,Traditional Laptops
amazon basics,5.0,1.0,"Electronics › Home Theater, TV & Video › Accessories › Cables › HDMI Cables",549.0,amazon basics,Accessories
FRATELLI,3.1,45.0,Toys & Games › Electronic Toys › Plug & Play Video Games,1499.0,fratelli,Plug & Play Video Games
BlackBerry,3.5,19.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,23100.0,blackberry,Smartphones & Basic Mobiles
ZEBRONICS,4.0,17.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,899.0,zebronics,Speakers
ASUS,4.3,24.0,Computers & Accessories › Laptops › Traditional Laptops,94990.0,asus,Traditional Laptops
Samsung,4.1,1584.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",64990.0,samsung,Televisions
Hammer,3.8,1815.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",2099.0,hammer,Headphones
UBON,4.1,1726.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,944.0,ubon,Speakers
JBL,4.1,3447.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",3999.0,jbl,Headphones
CARE CASE,2.2,12.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",999.0,care case,Televisions
MSI,4.4,342.0,Computers & Accessories › Monitors,11528.0,msi,
Dell,4.3,9794.0,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Docking Stations,10499.0,dell,Laptop Accessories
RIITEK,4.7,7.0,Computers & Accessories › Monitors,19990.0,riitek,
Haier,4.0,174.0,Home & Kitchen › Large Appliances › Refrigerators,12490.0,haier,Refrigerators
Bose,4.6,688.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,20597.0,bose,Speakers
SANSUI,3.9,219.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",17990.0,sansui,Televisions
Generic,5.0,2.0,Home & Kitchen › Large Appliances › Refrigerators,549.0,generic,Refrigerators
Jabra,4.3,138.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",19999.0,jabra,Headphones
Haier,4.2,743.0,Home & Kitchen › Large Appliances › Refrigerators,20990.0,haier,Refrigerators
Sony,4.4,22571.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",7394.0,sony,Headphones
BoAt,4.1,4543.0,Electronics › Home Audio › Speakers › Outdoor Speakers,1799.0,boat,Speakers
Razer,4.3,319.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,12195.0,razer,PC Gaming Peripherals
Skullcandy,4.0,5856.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",7499.0,skullcandy,Headphones
Bouncefit,2.5,685.0,Electronics › Wearable Technology › Smart Watches,489.0,bouncefit,Smart Watches
FASTSNAIL,4.3,67.0,Video Games › Legacy Systems › PlayStation Systems,10072.0,fastsnail,PlayStation Systems
JBL Professional,4.3,1884.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,12240.0,jbl professional,Speakers
New World,5.0,1.0,Video Games › Legacy Systems › Nintendo Systems › Nintendo 3DS › Consoles,7999.0,new world,Nintendo Systems
Sennheiser,3.9,1204.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",10444.0,sennheiser,Headphones
OnePlus,4.3,17562.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,27999.0,oneplus,Smartphones & Basic Mobiles
Generic,2.6,12.0,"Video Games › Starting ₹3,000 | Escape into the world of gaming",2270.0,generic,
Marshall,4.5,3438.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,24999.0,marshall,Speakers
BUYFLUX,5.0,1.0,"Electronics › Home Theater, TV & Video › Accessories › Cables › HDMI Cables",499.0,buyflux,Accessories
MI,4.2,67782.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",30490.0,mi,Televisions
Realme,4.3,162937.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",599.0,realme,Headphones
Srhythm,4.2,1049.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",9498.0,srhythm,Headphones
Xbox,4.5,2049.0,Computers & Accessories › Microsoft Xbox Controllers - Aug 2023,32499.0,xbox,
iTronix,4.1,87.0,Electronics › Wearable Technology › Arm & Wristband Accessories › Cables,229.0,itronix,Arm & Wristband Accessories
GSH,3.7,23.0,Toys & Games › Electronic Toys › Plug & Play Video Games,5948.0,gsh,Plug & Play Video Games
ASUS,4.4,3.0,Computers & Accessories › Laptops › Traditional Laptops,130900.0,asus,Traditional Laptops
AKAI,3.7,86.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,5950.0,akai,Speakers
Samsung,3.5,47.0,Computers & Accessories › Laptops › Traditional Laptops,138990.0,samsung,Traditional Laptops
IKALL,2.9,10.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8599.0,ikall,Smartphones & Basic Mobiles
amazon basics,5.0,1.0,"Electronics › Home Theater, TV & Video › Accessories › Cables › HDMI Cables",379.0,amazon basics,Accessories
Nokia,3.8,472.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,7499.0,nokia,Smartphones & Basic Mobiles
SHOKZ,4.5,2637.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Open-Ear Headphones",17999.0,shokz,Headphones
AOKZOE,4.0,3.0,Video Games › Nintendo Switch › Consoles,105999.0,aokzoe,Consoles
Tronsmart,4.4,569.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,23299.0,tronsmart,Speakers
JBL,4.0,438.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",19999.0,jbl,Headphones
Bose,4.6,40587.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,8697.0,bose,Speakers
Dell,4.6,3.0,Computers & Accessories › Laptops › Traditional Laptops,57741.0,dell,Traditional Laptops
BOSS,4.2,484.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,13802.0,boss,Speakers
BLUE STAR,3.8,109.0,Home & Kitchen › Large Appliances › Refrigerators,9690.0,blue star,Refrigerators
ZEBRONICS,3.9,2091.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1999.0,zebronics,Speakers
Redmi,3.9,8491.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8499.0,redmi,Smartphones & Basic Mobiles
Generic,5.0,1.0,Video Games › Video Games NCEMI,1899.0,generic,
ZEBSTER,3.5,49.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,506.0,zebster,Speakers
BoAt,2.5,3.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",799.0,boat,Headphones
Redmi,3.9,8491.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6999.0,redmi,Smartphones & Basic Mobiles
